year,state,Asian,Black,Hispanic,Indigenous,White,Female,Male,age20,age3045,age4565,age65,total
1990,AK,3.4440825516700144,3.7156274995048006,2.821259236414604,13.837509308500637,76.18152140390994,46.85291189958603,53.14708810041397,32.96851532862455,54.11642583663675,11.212574812764368,1.70248402197433,398829
1990,AL,0.5147006581201794,23.224751153612306,0.551797333943647,0.36452199675687025,75.344228857567,52.96839426095562,47.03160573904438,29.838176754971425,42.24283358242598,20.95474897182476,6.964240690777829,3180878
1990,AR,0.4795049262381597,14.131678886518618,0.7092892060600036,0.4981375522378979,84.18138942894532,52.64906508218726,47.35093491781274,28.384116745624453,40.99682919422855,22.246703573390004,8.372350486756984,1840857
1990,AZ,1.4279945631188802,2.644609864176979,16.44812120680657,4.328289178711301,75.15098518718627,51.09784264444014,48.90215735555986,30.36061061662775,42.10064594786874,20.814103643021515,6.724639792481998,2828092
1990,CA,9.077725372524467,6.785587405922684,23.24729335709243,0.6143875852605204,60.27500627919989,50.26507834044256,49.73492165955744,32.18343599978144,44.69984776584664,17.595102072902645,5.521614161469275,23151835
1990,CO,1.6804480255674759,3.6518872955734665,11.589957847940347,0.6311657609301703,82.44654106998854,50.94909629161259,49.05090370838741,29.401853939376625,47.8982857066838,17.395227305363168,5.304633048576404,2555747
1990,CT,1.4197435367566325,7.288541286727742,5.579300758052259,0.17875714661586636,85.5336572718475,52.197651426951786,47.80234857304821,28.208472463908862,43.94169859565164,20.70763589250782,7.142193047931683,2656677
1990,DC,1.9045772903584568,62.30515138520942,5.301174623127877,0.21440445491338644,30.27469224639086,54.1468171218111,45.853182878188896,32.5428759959038,42.36377484986793,18.649467317516354,6.443881836711916,510717
1990,DE,1.3025267315943607,15.391571507487873,2.101636813548548,0.2924773169273612,80.91178763044185,52.22366001498331,47.77633998501668,30.30829303729937,43.081568253535835,20.724458368332236,5.8856803408325575,528588
1990,FL,1.0857248563221127,11.389615149943038,11.962651932776373,0.2456007865315231,75.31640727442695,52.23204583076251,47.7679541692375,25.92041773258613,39.52407496714221,25.01608157029207,9.539425729979586,10508924
1990,GA,1.113926267642664,24.917747809613175,1.6113028754882333,0.18750686012788664,72.16951618712805,52.196786309938695,47.803213690061305,31.9903068621884,45.17096528388943,17.54952467486461,5.28920317905756,5047282
